,,,,,,,,,,,,,,,,,,,,
,Tabla de conversiones,,,Bachelors,,,,,,,,,,,,,,,,
,Australia,Macquarie University,Arts,Bachelor of Laws,NA, Sídney,"Semester 1: February
Semester 2: July",4 years full time," $ 46.500,00 ",AUD,https://www.mq.edu.au/study/find-a-course/engineering/electrical-and-electronic-engineering?audience=undergraduate&year=2026,,,,,,,,,
,Nueva zelanda,University of Waikato,Arts,Bachelor of Arts,Psicology,Tauranga / Hamilton,"26 february 
9 July",3 years full time," $ 37.640,00 ",NZD,https://www.waikato.ac.nz/study/qualifications/bachelor-of-arts/psychology ,,,,,,,,,
,Nueva zelanda,AUT University (Auckland University of Technology) ,Arts,Bachelor of Arts,Psicology,AUT City,"26 february 
9 July",3 years full time," $ 32.600,00 ",NZD,https://www.aut.ac.nz/courses/bachelor-of-arts/psychology-major ,,,,,,,,,
,Nueva zelanda,Massey University,Arts,Bachelor of Arts,Business Psicology,Manawatu / Auckland,"26 february 
9 July",3 years full time," $ 37.640,00 ",NZD,https://www.massey.ac.nz/study/all-qualifications-and-degrees/bachelor-of-arts-UBART/business-psychology-UBART2JBSPS1/ ,,,,,,,,,
,Nueva zelanda,Massey University,Arts,Bachelor of Arts,Psicology,Manawatu / Auckland,"26 february 
9 July",3 years full time," $ 37.640,00 ",NZD,https://www.massey.ac.nz/study/all-qualifications-and-degrees/bachelor-of-arts-UBART/business-psychology-UBART2JBSPS1/ ,,,,,,,,,
,Alemania,SRH Berlin,Arts,Bachelor Arts,clasical music,Berlin,"October, February, May",3.5 years,"€18.000,00",EUR,https://www.srh-university.de/en/bachelor/classical-music/m/,,,,,,,,,
,Alemania,SRH Berlin,Arts,Bachelor in arts,Interior design and sceneography,Berlin,"October, February, May",3.5 years,"€9.000,00",EUR,https://www.srh-university.de/en/bachelor/interior-design-scenography/c/,,,,,,,,,
,Alemania,SRH Berlin,Arts,Bachelor in arts,worldmusic,Berlin,"October, February, May",3 years,"€18.000,00",EUR,https://www.srh-university.de/en/bachelor/worldmusic-trans-traditional-creative-musicking/m/,,,,,,,,,
,Alemania,SRH Berlin,Arts,Bachelor in arts,Audio design,Berlin,"October, February, May",3.5 years,"€9.000,00",EUR,https://www.srh-university.de/en/bachelor/audio-design/m/,,,,,,,,,
,Alemania,SRH Berlin,Arts,Bachelor in arts,Communication Design,Berlin,"October, February, May","3,5 years","€8.280,00",EUR,https://www.srh-university.de/en/bachelor/communication-design/v/,,,,,,,,,
,Alemania,SRH Berlin,Arts,Bachelor in arts,film and motion design,Berlin,"October, February, May",3.5 years,"€9.000,00",EUR,https://www.srh-university.de/en/bachelor/film-motion-design/v/,,,,,,,,,
,Alemania,SRH Berlin,Arts,Bachelor in arts,illustration,Berlin,"October, February, May",3.5 years,"€9.000,00",EUR,https://www.srh-university.de/en/bachelor/illustration/v/,,,,,,,,,
,Alemania,SRH Berlin,Arts,Bachelor in arts,music production,Berlin,"October, February, May",3.5 years,"€9.480,00",EUR,https://www.srh-university.de/en/bachelor/aim/music-production/m/,,,,,,,,,
,Alemania,SRH Berlin,Arts,Bachelor in arts,Photography,Berlin,"October, February, May",3.5,"€9.000,00",EUR,https://www.srh-university.de/en/bachelor/photography/v/,,,,,,,,,
,Alemania,SRH Berlin,Arts,Bachelor in arts,Popular music,Berlin,"October, February, May",3.5 years,"€9.480,00",EUR,https://www.srh-university.de/en/bachelor/popular-music/m/,,,,,,,,,
,Alemania,SRH Berlin,Arts,Bachelor in arts,user experience design and content creation,Berlin,"October, February, May",3.5 years,"€9.000,00",EUR,https://www.srh-university.de/en/bachelor/user-experience-design-content-creation/d/,,,,,,,,,
,Alemania,SRH Berlin,Arts,Bachelor in arts,Automotive Technology and Management,Berlin,"October, February, May",3 years,"€8.280,00",EUR,https://www.srh-university.de/en/bachelor/international-business-administration-automotive-technology-and-management/b/,,,,,,,,,
,Alemania,SRH Berlin,Arts,Bachelor in arts,creative industries management,Berlin,"October, February, May",3.5 years,"€9.480,00",EUR,https://www.srh-university.de/en/bachelor/creative-industries-management/c/,,,,,,,,,
,Alemania,SRH Berlin,Arts,bachelor of arts,global hospitality management,Berlin,"October, February, May",3.5 years,"€8.280,00",EUR,https://www.srh-university.de/en/bachelor/global-hospitality-management/x/,,,,,,,,,
,Australia,Macquarie University,Arts,Bachelor of Laws,Bachelor of Laws,North Ryde,Trimester 1: February Trimester 2 : July,4 years full-time," $ 46.500,00 ",AUD,https://www.mq.edu.au/study/find-a-course/courses/bachelor-of-laws#fees-and-scholarships,,,,,,,,,
,Australia,Deakin University,Arts,Bachelor of Arts,International Relations,"Burwood (Melbourne)
Waurn Ponds (Geelong)","Trimester 1: March
Trimester 2: July
Trimester 3: November",3 years full time," $ 34.600,00 ",AUD,https://www.deakin.edu.au/course/bachelor-arts-international,,,,,,,,,
,Australia,Deakin University,Arts,Bachelor of Arts,Psychology,"Burwood (Melbourne)
Waurn Ponds (Geelong)
Online
","Trimester 1: March
Trimester 2: July
Trimester 3: November",3 years full time," $ 34.600,00 ",AUD,https://www.deakin.edu.au/course/bachelor-arts-psychology-international,,,,,,,,,
,Australia,Deakin University,Arts,Bachelor of Criminology,Business ,"Burwood (Melbourne)
Waurn Ponds (Geelong)
Online","Trimester 1 - March
Trimester 2 - July","Course duration may be affected by delays in completing course requirements, such as accessing or completing work placements."," $ 36.200,00 ",AUD,https://www.deakin.edu.au/course/bachelor-criminology-international,,,,,,,,,
,Australia,Deakin University,Arts,Bachelor of International Studies,International Relations,"Burwood (Melbourne)
Waterfront (Geelong)
Online","Trimester 1 - March
Trimester 2 - July",3 years full time," $ 34.600,00 ",AUD,https://www.deakin.edu.au/course/bachelor-international-studies-international,,,,,,,,,
,Australia,Deakin University,Arts,Bachelor of International Studies (Global Scholar),International Relations,"Burwood (Melbourne)
Waterfront (Geelong)
Online
","Trimester 1: March
Trimester 2: July
",3 years full time," $ 34.600,00 ",AUD,https://www.deakin.edu.au/course/bachelor-international-studies-global-scholar-international,,,,,,,,,
,Australia,Deakin University,Arts,"Bachelor of Politics, Philosophy and Economics",Social Sciences,"Burwood (Melbourne)
Waurn Ponds (Geelong)","Trimester 1: March
Trimester 2: July
Trimester 3: November",3 years full time," $ 34.600,00 ",AUD,https://www.deakin.edu.au/course/bachelor-politics-philosophy-and-economics-international,,,,,,,,,
,Australia,La Trobe University,Arts,Bachelor of Arts,Aboriginal studies,"	Melbourne (Bundoora), Online","Semester 1 (March 2025), Semester 2 (July 2025)",3 years full-time," $ 34.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-arts#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Arts,Bachelor of Arts,Anthropology,"	Melbourne (Bundoora), Online","Semester 1 (March 2025), Semester 2 (July 2025)",3 years full-time," $ 34.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-arts#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Arts,Bachelor of Arts,Archaeological and heritage studies,"	Melbourne (Bundoora), Online","Semester 1 (March 2025), Semester 2 (July 2025)",3 years full-time," $ 34.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-arts#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Arts,Bachelor of Arts,Asian Studies,"	Melbourne (Bundoora), Online","Semester 1 (March 2025), Semester 2 (July 2025)",3 years full-time," $ 34.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-arts#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Arts,Bachelor of Arts,Chinese studies beginners,"	Melbourne (Bundoora), Online","Semester 1 (March 2025), Semester 2 (July 2025)",3 years full-time," $ 34.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-arts#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Arts,Bachelor of Arts,Chinese studies intermediate,"	Melbourne (Bundoora), Online","Semester 1 (March 2025), Semester 2 (July 2025)",3 years full-time," $ 34.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-arts#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Arts,Bachelor of Arts,"Classics and ancient history
","	Melbourne (Bundoora), Online","Semester 1 (March 2025), Semester 2 (July 2025)",3 years full-time," $ 34.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-arts#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Arts,Bachelor of Arts,"Creative and professional writing
","	Melbourne (Bundoora), Online","Semester 1 (March 2025), Semester 2 (July 2025)",3 years full-time," $ 34.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-arts#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Arts,Bachelor of Arts,"Crime, justice and legal studies","	Melbourne (Bundoora), Online","Semester 1 (March 2025), Semester 2 (July 2025)",3 years full-time," $ 34.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-arts#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Arts,Bachelor of Arts,Digital media,"	Melbourne (Bundoora), Online","Semester 1 (March 2025), Semester 2 (July 2025)",3 years full-time," $ 34.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-arts#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Arts,Bachelor of Arts,English,"	Melbourne (Bundoora), Online","Semester 1 (March 2025), Semester 2 (July 2025)",3 years full-time," $ 34.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-arts#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Arts,Bachelor of Arts,"Environmental humanities
","	Melbourne (Bundoora), Online","Semester 1 (March 2025), Semester 2 (July 2025)",3 years full-time," $ 34.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-arts#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Arts,Bachelor of Arts,"Ethics and social justice
","	Melbourne (Bundoora), Online","Semester 1 (March 2025), Semester 2 (July 2025)",3 years full-time," $ 34.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-arts#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Arts,Bachelor of Arts,"French studies beginners
","	Melbourne (Bundoora), Online","Semester 1 (March 2025), Semester 2 (July 2025)",3 years full-time," $ 34.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-arts#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Arts,Bachelor of Arts,"French studies intermediate
","	Melbourne (Bundoora), Online","Semester 1 (March 2025), Semester 2 (July 2025)",3 years full-time," $ 34.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-arts#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Arts,Bachelor of Arts,"Gender, sexuality and diversity studies
","	Melbourne (Bundoora), Online","Semester 1 (March 2025), Semester 2 (July 2025)",3 years full-time," $ 34.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-arts#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Arts,Bachelor of Arts,"Greek studies beginners
","	Melbourne (Bundoora), Online","Semester 1 (March 2025), Semester 2 (July 2025)",3 years full-time," $ 34.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-arts#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Arts,Bachelor of Arts,"Greek studies intermediate
","	Melbourne (Bundoora), Online","Semester 1 (March 2025), Semester 2 (July 2025)",3 years full-time," $ 34.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-arts#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Arts,Bachelor of Arts,Hindi studies beginners,"	Melbourne (Bundoora), Online","Semester 1 (March 2025), Semester 2 (July 2025)",3 years full-time," $ 34.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-arts#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Arts,Bachelor of Arts,History,"	Melbourne (Bundoora), Online","Semester 1 (March 2025), Semester 2 (July 2025)",3 years full-time," $ 34.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-arts#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Arts,Bachelor of Arts,"Human geography
","	Melbourne (Bundoora), Online","Semester 1 (March 2025), Semester 2 (July 2025)",3 years full-time," $ 34.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-arts#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Arts,Bachelor of Arts,"International studies
","	Melbourne (Bundoora), Online","Semester 1 (March 2025), Semester 2 (July 2025)",3 years full-time," $ 34.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-arts#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Arts,Bachelor of Arts,"Italian studies beginners
","	Melbourne (Bundoora), Online","Semester 1 (March 2025), Semester 2 (July 2025)",3 years full-time," $ 34.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-arts#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Arts,Bachelor of Arts,Italian studies intermediate,"	Melbourne (Bundoora), Online","Semester 1 (March 2025), Semester 2 (July 2025)",3 years full-time," $ 34.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-arts#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Arts,Bachelor of Arts,Philosophy,"	Melbourne (Bundoora), Online","Semester 1 (March 2025), Semester 2 (July 2025)",3 years full-time," $ 34.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-arts#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Arts,Bachelor of Arts,Politics,"	Melbourne (Bundoora), Online","Semester 1 (March 2025), Semester 2 (July 2025)",3 years full-time," $ 34.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-arts#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Arts,Bachelor of Arts,Linguistics,"	Melbourne (Bundoora), Online","Semester 1 (March 2025), Semester 2 (July 2025)",3 years full-time," $ 34.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-arts#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Arts,Bachelor of Arts,Psychological science,"	Melbourne (Bundoora), Online","Semester 1 (March 2025), Semester 2 (July 2025)",3 years full-time," $ 34.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-arts#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Arts,Bachelor of Arts,Sociology,"	Melbourne (Bundoora), Online","Semester 1 (March 2025), Semester 2 (July 2025)",3 years full-time," $ 34.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-arts#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Arts,Bachelor of Arts,Spanish studies beginners,"	Melbourne (Bundoora), Online","Semester 1 (March 2025), Semester 2 (July 2025)",3 years full-time," $ 34.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-arts#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Arts,Bachelor of Arts,"Spanish studies intermediate
","	Melbourne (Bundoora), Online","Semester 1 (March 2025), Semester 2 (July 2025)",3 years full-time," $ 34.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-arts#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Arts,Bachelor of Arts,"Sustainability and development
","	Melbourne (Bundoora), Online","Semester 1 (March 2025), Semester 2 (July 2025)",3 years full-time," $ 34.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-arts#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Arts,Bachelor of Arts,Visual cultures,"	Melbourne (Bundoora), Online","Semester 1 (March 2025), Semester 2 (July 2025)",3 years full-time," $ 34.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-arts#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,RMIT University,Arts,Bachelor of Aviation (Pilot Training),Pilot Training,Point Cook/Bendigo,"Feb, Jul",3 años,69120,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/bachelor-degrees/bachelor-of-aviation-pilot-training-bp345,,,,,,,,,
,Australia,RMIT University,Arts,Bachelor of Fine Arts,"2D, 3D, Expanded Media, Foto",Melbourne City,"Feb, Jul",3 años,45120,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/bachelor-degrees/bachelor-of-fine-arts-bp201,,,,,,,,,
,Estados Unidos,Academy of Art University,Arts,Associate of Arts (AA) in Fine Art,Fine Art,San Francisco,"Febrero, Junio, Septiembre",2 años,"$35,112",USD,https://www.academyart.edu/art-degree/fine-art/,,,,,,,,,
,Estados Unidos,Academy of Art University,Arts,Associate of Applied Science (AAS) in Fine Art,Fine Art,San Francisco,"Febrero, Junio, Septiembre",2 años,"$35,112",USD,https://www.academyart.edu/art-degree/fine-art/,,,,,,,,,
,Estados Unidos,Academy of Art University,Arts,Bachelor of Fine Arts (BFA) in Fine Art,Fine Art,San Francisco,"Febrero, Junio, Septiembre",4 años,"$35,112",USD,https://www.academyart.edu/art-degree/fine-art/,,,,,,,,,
,Reino Unido,University of Glasgow,Science,BSc Biological Sciences,Biological Sciences,Glasgow,Septiembre,4 años,26300,GBP,https://www.gla.ac.uk/undergraduate/degrees/biologicalsciences/,GSP,,,,,,,,
,Reino Unido,University of Reading,Science,BSc Biological Sciences,Biological Sciences,Reading,Septiembre,3 años,29950,GBP,https://www.reading.ac.uk/ready-to-study/study/subject-area/biological-sciences-ug/bsc-biological-sciences,GSP,,,,,,,,
