,,,,,,,,,,,,,,,,,,,,
,Tabla de conversiones,,,Bachelors,,,,,,,,,,,,,,,,
,Canada,Lakehead University,Science,BSc in Geology,-,Thunder Bay,Sep,4 años,33000,CAD,https://www.lakeheadu.ca/programs/undergraduate-programs,,,,,,,,,
,Australia,William Angliss Institute,Arts,Bachelor of Culinary Management,-,Melbourne,"Febrero, Julio",4 años,"18,038",AUD,https://www.angliss.edu.au/study-level/degrees/,,,,,,,,,
,Australia,William Angliss Institute,Arts,Bachelor of Event Management,-,Melbourne,"Febrero, Julio",3 años,22200,AUD,https://www.angliss.edu.au/study-level/degrees/,,,,,,,,,
,España,EU Business School,Arts,BA Bachelor of Arts Sports Management,Sports Management,Barcelona,"Oct, Feb",3 años,14100,EUR,https://www.euruni.edu/en/Programs/Bachelor-s/BA-Bachelor-of-Arts-in-Sports-Management-Barcelona/Overview/BA-Bachelor-of-Arts-in-Sports-Management.html,,,,,,,,,
,Suiza,EU Business School,Arts,BA Bachelor of Arts Sports Management,Sports Management,Geneva,"Oct, Feb",3 años,30200,CHF,https://www.euruni.edu/en/Programs/Bachelor-s/BA-Bachelor-of-Arts-in-Sports-Management-Barcelona/Overview/BA-Bachelor-of-Arts-in-Sports-Management.html,,,,,,,,,
,Alemania,EU Business School,Arts,BA Bachelor of Arts Sports Management,Sports Management,Munich,"Oct, Feb",3 años,14100,EUR,https://www.euruni.edu/en/Programs/Bachelor-s/BA-Bachelor-of-Arts-in-Sports-Management-Barcelona/Overview/BA-Bachelor-of-Arts-in-Sports-Management.html,,,,,,,,,
,España,C3S Business School,Business,BS (Hons) in Strategic Management & Leadership,Strategic Management & Leadership,Barcelona,"Sep, Feb",8 años,7000,EUR,https://www.csss.es/programs/bachelor-programs/,,,,,,,,,
,Australia,William Angliss Institute,Business,Bachelor of Resort and Hotel Management,-,Melbourne,"Febrero, Julio",3 años,22200,AUD,https://www.angliss.edu.au/study-level/degrees/,,,,,,,,,
,Australia,William Angliss Institute,Business,Bachelor of Tourism and Hospitality Management,-,Melbourne,"Febrero, Julio",4 años,"18,038",AUD,https://www.angliss.edu.au/study-level/degrees/,,,,,,,,,
,Australia,La Trobe University,Health Sciences,Bachelor of Food and Nutrition,NA,"Melbourne (Bundoora), Online",	Semester 1 (March 2025),3 years full-time; 2.5 years accelerated," $ 40.400,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-food-and-nutrition#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Health Sciences,Bachelor of Nursing,NA,"	Melbourne (Bundoora), Albury-Wodonga, Bendigo, Mildura, Shepparton",	Semester 1 (March 2025),3 years full-time," $ 42.200,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-nursing#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Health Sciences,Bachelor of Psychological Science,NA,"Melbourne (Bundoora), Albury-Wodonga, Bendigo, Online","Semester 1 (March 2025), Semester 2 (July 2025)
","3 years full-time
"," $ 40.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-psychological-science#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,Deakin University,Health Sciences,Bachelor of Health Sciences,Disability and Inclusion,Burwood (Melbourne),"Trimester 1: March
Trimester 2: July
Trimester 3: November",3 years full time," $ 38.000,00 ",AUD,https://www.deakin.edu.au/course/bachelor-health-sciences-international,,,,,,,,,
,Australia,Deakin University,Health Sciences,Bachelor of Health Sciences,"Environmental Health
",Burwood (Melbourne),"Trimester 1: March
Trimester 2: July
Trimester 3: November",3 years full time," $ 38.000,00 ",AUD,https://www.deakin.edu.au/course/bachelor-health-sciences-international,,,,,,,,,
,Australia,Deakin University,Health Sciences,Bachelor of Health Sciences,Exercise Science,Burwood (Melbourne),"Trimester 1: March
Trimester 2: July
Trimester 3: November",3 years full time," $ 38.000,00 ",AUD,https://www.deakin.edu.au/course/bachelor-health-sciences-international,,,,,,,,,
,Australia,Deakin University,Health Sciences,Bachelor of Health Sciences,"Family, Society and Health",Burwood (Melbourne),"Trimester 1: March
Trimester 2: July
Trimester 3: November",3 years full time," $ 38.000,00 ",AUD,https://www.deakin.edu.au/course/bachelor-health-sciences-international,,,,,,,,,
,Australia,Deakin University,Health Sciences,Bachelor of Health Sciences,Food Studies,Burwood (Melbourne),"Trimester 1: March
Trimester 2: July
Trimester 3: November",3 years full time," $ 38.000,00 ",AUD,https://www.deakin.edu.au/course/bachelor-health-sciences-international,,,,,,,,,
,Australia,Deakin University,Health Sciences,Bachelor of Health Sciences,"Health, Nature, and Sustainability",Burwood (Melbourne),"Trimester 1: March
Trimester 2: July
Trimester 3: November",3 years full time," $ 38.000,00 ",AUD,https://www.deakin.edu.au/course/bachelor-health-sciences-international,,,,,,,,,
,Australia,Deakin University,Health Sciences,Bachelor of Health Sciences,Health Promotion,Burwood (Melbourne),"Trimester 1: March
Trimester 2: July
Trimester 3: November",3 years full time," $ 38.000,00 ",AUD,https://www.deakin.edu.au/course/bachelor-health-sciences-international,,,,,,,,,
,Australia,Deakin University,Health Sciences,Bachelor of Health Sciences,Health and Sustainability,Burwood (Melbourne),"Trimester 1: March
Trimester 2: July
Trimester 3: November",3 years full time," $ 38.000,00 ",AUD,https://www.deakin.edu.au/course/bachelor-health-sciences-international,,,,,,,,,
,Australia,Deakin University,Health Sciences,Bachelor of Health Sciences,Medical Biotechnology,Burwood (Melbourne),"Trimester 1: March
Trimester 2: July
Trimester 3: November",3 years full time," $ 38.000,00 ",AUD,https://www.deakin.edu.au/course/bachelor-health-sciences-international,,,,,,,,,
,Australia,Deakin University,Health Sciences,Bachelor of Health Sciences,Nutrition,Burwood (Melbourne),"Trimester 1: March
Trimester 2: July
Trimester 3: November",3 years full time," $ 38.000,00 ",AUD,https://www.deakin.edu.au/course/bachelor-health-sciences-international,,,,,,,,,
,Australia,Deakin University,Health Sciences,Bachelor of Health Sciences, Physical Activity and Health,Burwood (Melbourne),"Trimester 1: March
Trimester 2: July
Trimester 3: November",3 years full time," $ 38.000,00 ",AUD,https://www.deakin.edu.au/course/bachelor-health-sciences-international,,,,,,,,,
,Australia,Deakin University,Health Sciences,Bachelor of Health Sciences,Public Health ,Burwood (Melbourne),"Trimester 1: March
Trimester 2: July
Trimester 3: November",3 years full time," $ 38.000,00 ",AUD,https://www.deakin.edu.au/course/bachelor-health-sciences-international,,,,,,,,,
,Australia,Deakin University,Health Sciences,Bachelor of Health Sciences,Psychology for Allied Health ,Burwood (Melbourne),"Trimester 1: March
Trimester 2: July
Trimester 3: November",3 years full time," $ 38.000,00 ",AUD,https://www.deakin.edu.au/course/bachelor-health-sciences-international,,,,,,,,,
,Australia,Deakin University,Health Sciences,Bachelor of Health Sciences,Psychological Science,Burwood (Melbourne),"Trimester 1: March
Trimester 2: July
Trimester 3: November",3 years full time," $ 38.000,00 ",AUD,https://www.deakin.edu.au/course/bachelor-health-sciences-international,,,,,,,,,
,Australia,Deakin University,Health Sciences,Bachelor of Medical Imaging,NA,"
Geelong","Trimester 1: March
Trimester 2: July
Trimester 3: November",4 years full time," $ 42.800,00 ",AUD,https://www.deakin.edu.au/course/bachelor-medical-imaging-international,,,,,,,,,
,Australia,Deakin University,Health Sciences,Bachelor of Nursing/Bachelor of Public Health and Health Promotion,NA,"Melbourne
Geelong","Trimester 1: March
Trimester 2: July
Trimester 3: November",4 years full time," $ 42.400,00 ",AUD,https://www.deakin.edu.au/course/bachelor-nursing-bachelor-public-health-and-health-promotion-international,,,,,,,,,
,Australia,Deakin University,Health Sciences,Bachelor of Occupational Therapy,NA,Geelong,"Trimester 1: March
Trimester 2: July
Trimester 3: November",4 years full time," $ 44.000,00 ",AUD,https://www.deakin.edu.au/course/bachelor-occupational-therapy-international,,,,,,,,,
,Australia,Deakin University,Health Sciences,Bachelor of Public Health and Health Promotion,NA,Melbourne Geelong ,"Trimester 1: March
Trimester 2: July
Trimester 3: November",3 years full time," $ 38.000,00 ",AUD,https://www.deakin.edu.au/course/bachelor-public-health-and-health-promotion-international,,,,,,,,,
,Australia,Deakin University,Health Sciences,Bachelor of Social Work,NA,"
Geelong","Trimester 1: March
Trimester 2: July
Trimester 3: November",4 years full time," $ 36.400,00 ",AUD,https://www.deakin.edu.au/course/bachelor-social-work-international,,,,,,,,,
,Australia,Deakin University,Health Sciences,Bachelor of Vision Science/Master of Optometry,NA,"
Geelong","Trimester 1: March
Trimester 2: July
Trimester 3: November","3,5 years full time"," $ 66.600,00 ",AUD,https://www.deakin.edu.au/course/bachelor-vision-science-master-optometry-international,,,,,,,,,
,Nueva zelanda,AUT University (Auckland University of Technology) ,Health Sciences,Bachelor of Health Science,Psicology,AUT North / AUT South,"26 february 
9 July",3 years full time," $ 37.000,00 ",NZD,https://www.aut.ac.nz/study/study-options/health-sciences/courses/bachelor-of-health-science/psychology-major ,,,,,,,,,
,Alemania,SRH Berlin,Health Sciences,bachelor of arts,Healthcare management,Berlin,"October, February, May",3 years,"€9.000,00",EUR,https://www.srh-university.de/en/bachelor/international-business-administration-healthcare-management/b/,,,,,,,,,
,España,UPSA,Arts,Grado en Historia,-,Salamanca,Septiembre,4 años,4500,EUR,https://www.upsa.es/oferta-academica/grado-en-historia-online,,,,,,,,,
,Estados Unidos,Academy of Art University,Arts,Bachelor of Arts (BA) in Art History,Art History,San Francisco,"Febrero, Junio, Septiembre",4 años,"$35,112",USD,https://www.academyart.edu/art-degree/art-history/,,,,,,,,,
,Estados Unidos,Academy of Art University,Arts,Bachelor of Fine Arts (BFA) in Art History,Art History,San Francisco,"Febrero, Junio, Septiembre",4 años,"$35,112",USD,https://www.academyart.edu/art-degree/art-history/,,,,,,,,,
,Australia,ICMS,Business,Bachelor of Hospitality Management,Hospitality Management,Manly / Sydney,"Feb, May, Sep",7 años,"~32,400",AUD,https://www.icms.edu.au/course/bachelor-of-hospitality-management/,,,,,,,,,
,Alemania,Schiller International University,Business,Bachelor of Science in International Hospitality & Tourism Management,Gestion hotelera,Heidelberg,"Feb., Sept.",4 Años,15400,EUR,https://www.schiller.edu/programs/bachelor-of-science-in-international-hospitality-and-tourism-management,,,,,,,,,
,Estados Unidos,Schiller International University,Business,Bachelor of Science in International Hospitality & Tourism Management,Gestion hotelera,Tampa,"Feb., Sept.",4 Años,15400,EUR,https://www.schiller.edu/programs/bachelor-of-science-in-international-hospitality-and-tourism-management,,,,,,,,,
,España,Schiller International University,Business,Bachelor of Science in International Hospitality & Tourism Management,Gestion hotelera,Madrid,"Feb., Sept.",4 Años,15400,EUR,https://www.schiller.edu/programs/bachelor-of-science-in-international-hospitality-and-tourism-management,,,,,,,,,
,Francia,Schiller International University,Business,Bachelor of Science in International Hospitality & Tourism Management,Gestion hotelera,Pari­s,"Feb., Sept.",4 Años,15400,EUR,https://www.schiller.edu/programs/bachelor-of-science-in-international-hospitality-and-tourism-management,,,,,,,,,
,Australia,William Angliss Institute,Business,Bachelor of Resort and Hotel Management,Hotel Management,Melbourne,"Februrary, July",3 years full-time," $ 19.000,00 ",AUD,https://www.angliss.edu.au/courses/hotel-management/resort-management/Bachelor-of-Resort-and-Hotel-Management/,,,,,,,,,
,Australia,William Angliss Institute,Business,Bachelor of Resort and Hotel Management,Hotel Management (Professional),Melbourne,"Februrary, July",4 years full-time," $ 15.763,00 ",AUD,https://www.angliss.edu.au/courses/hotel-management/resort-management/Bachelor-of-Resort-and-Hotel-Management-Professional-Practice/,,,,,,,,,
,Alemania,Berlin School of Business and Innovation,Arts,bachelor of arts,BA (Hons) Tourism and Hospitality Management,Berlin,"October, February",3 years,"€11.000,00",EUR,https://www.berlinsbi.com/programmes/undergraduate/ba-tourism-and-hospitality-management,,,,,,,,,
,España,EU Business School,Arts,bachelor of arts,BA - Bachelor of Arts in Leisure & Tourism Management,Barcelona,"October, February, June, August",3 years,"€14.100,00",EUR,https://www.euruni.edu/en/Programs/Bachelor-s/BA-Bachelor-of-Arts-in-Leisure-Tourism-Management-Barcelona/Overview/Overview.html,,,,,,,,,
,Suiza,EU Business School,Arts,bachelor of arts,BA - Bachelor of Arts in Leisure & Tourism Management,Geneva,"October, February, June, August",3 years,"30.200,00",CHF,https://www.euruni.edu/en/Programs/Bachelor-s/BA-Bachelor-of-Arts-in-Leisure-Tourism-Management-Geneva/Overview/Overview.html,,,,,,,,,
,Alemania,EU Business School,Arts,bachelor of arts,BA - Bachelor of Arts in Leisure & Tourism Management,Munich,"October, February, June, August",3 years,"30.200,00",CHF,https://www.euruni.edu/en/Programs/Bachelor-s/BA-Bachelor-of-Arts-in-Leisure-Tourism-Management-Munich/Overview/Overview.html,,,,,,,,,
,Australia,Macquarie University,Business,Bachelor of Business,Major in Human Resource Management,North Ryde,"Session 1 (19 February 2024)
Session 2 (22 July 2024)",3 years full time," $ 43.200,00 ",AUD,https://www.mq.edu.au/study/find-a-course/courses/bachelor-of-business,,,,,,,,,
,Australia,Macquarie University,Business,Bachelor of Commerce,Major in Human Resource Management,North Ryde,"Session 1 (19 February 2024)
Session 2 (22 July 2024)",3 years full time," $ 43.200,00 ",AUD,https://www.mq.edu.au/study/find-a-course/courses/bachelor-of-commerce,,,,,,,,,
,Australia,Macquarie University,Double,Bachelor of Arts and Bachelor of Commerce,Major in Human Resource Management,North Ryde,"Session 1 (19 February 2024)
Session 2 (22 July 2024)",4 years full time," $ 40.600,00 ",AUD,https://www.mq.edu.au/study/find-a-course/courses/bachelor-of-arts-and-bachelor-of-commerce,,,,,,,,,
,Australia,Macquarie University,Double,Bachelor of Commerce and Bachelor of Engineering (Honours),Major in Human Resource Management,North Ryde,"Session 1 (19 February 2024)
Session 2 (22 July 2024)","5,5 years full time"," $ 43.200,00 ",AUD,https://www.mq.edu.au/study/find-a-course/courses/bachelor-of-commerce-and-bachelor-of-engineering-honours,,,,,,,,,
,Australia,Macquarie University,Double,Bachelor of Commerce and Bachelor of Information Technology,Major in Human Resource Management,North Ryde,"Session 1 (19 February 2024)
Session 2 (22 July 2024)",4 years full time," $ 42.900,00 ",AUD,https://www.mq.edu.au/study/find-a-course/courses/bachelor-of-commerce-and-bachelor-of-information-technology,,,,,,,,,
,Australia,Macquarie University,Double,Bachelor of Commerce and Bachelor of Laws,Major in Human Resource Management,North Ryde,"Session 1 (19 February 2024)
Session 2 (22 July 2024)",5 years full time," $ 44.000,00 ",AUD,https://www.mq.edu.au/study/find-a-course/courses/bachelor-of-commerce-and-bachelor-of-laws,,,,,,,,,
,Australia,Macquarie University,Double,Bachelor of Commerce and Bachelor of Psychology,Major in Human Resource Management,North Ryde,"Session 1 (19 February 2024)
Session 2 (22 July 2024)",4 years full time," $ 41.900,00 ",AUD,https://www.mq.edu.au/study/find-a-course/courses/bachelor-of-commerce-and-bachelor-of-psychology,,,,,,,,,
,Australia,Macquarie University,Double,Bachelor of Commerce and Bachelor of Security Studies,Major in Human Resource Management,North Ryde,"Session 1 (19 February 2024)
Session 2 (22 July 2024)",4 years full time," $ 42.600,00 ",AUD,https://www.mq.edu.au/study/find-a-course/courses/bachelor-of-commerce-and-bachelor-of-security-studies,,,,,,,,,
,Reino Unido,Queen's University Belfast,Arts,BA English,English,Belfast,Septiembre,3 años,16900,GBP,https://www.qub.ac.uk/courses/undergraduate/english-ba-q300/,GSP,,,,,,,,
,Estados Unidos,Academy of Art University,Arts,Associate of Arts (AA) in Illustration,Illustration,San Francisco,"Febrero, Junio, Septiembre",2 años,"$35,112",USD,https://www.academyart.edu/art-degree/illustration/,,,,,,,,,
,Australia,RMIT University,Science,Bachelor of Computer Science,"Advanced CS, Cyber Security",Melbourne City,"Feb, Jul",3 años,43200,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/bachelor-degrees/bachelor-of-computer-science-bp094,,,,,,,,,
,España,UPSA,Engineering,Grado en Ingeniería Informática,-,Salamanca,Septiembre,4 años,7320,EUR,https://www.upsa.es/oferta-academica/grado-en-ingenieria-informatica,,,,,,,,,
,Irlanda,National College of Ireland,Science,BSc in Computing,General,Dublin,Septiembre,3 años,14000,EUR,https://www.ncirl.ie/Courses/NCI-Course-Details/course/BSHC,,,,,,,,,
,Malta,GBS Malta,Science,BSc Hons Computer Science and Information Technology,Computer Science & IT,St. Julian,"Feb, Apr, Oct",3 años,10000,EUR,https://gbs.edu.mt/courses/bsc-hons-computer-science-and-information-technology/,,,,,,,,,
,Reino Unido,Queen's University Belfast,Science,BSc Computer Science,Computer Science,Belfast,Septiembre,3 años,20800,GBP,https://www.qub.ac.uk/courses/undergraduate/computer-science-professional-experience-bsc-g400/,GSP,,,,,,,,
,Reino Unido,University of Glasgow,Science,BSc Computing Science,Computing Science,Glasgow,Septiembre,4 años,26300,GBP,https://www.gla.ac.uk/undergraduate/degrees/computingscience/,GSP,,,,,,,,
,Reino Unido,University of Reading,Science,BSc Computer Science,Computer Science,Reading,Septiembre,3 años,29950,GBP,https://www.reading.ac.uk/ready-to-study/study/subject-area/computer-science-ug/bsc-computer-science,GSP,,,,,,,,
,Reino Unido,Keele University,Science,BSc Computer Science,Computer Science,Keele,Septiembre,3 años,21500,GBP,https://www.keele.ac.uk/study/undergraduate/undergraduatecourses/computerscience/,GSP,,,,,,,,
,Reino Unido,University of Huddersfield,Science,BSc Computer Science,Computer Science,Huddersfield,Septiembre,3 años,17000,GBP,https://courses.hud.ac.uk/full-time/undergraduate/computer-science-bsc-hons,GSP,,,,,,,,
,Reino Unido,Aston University,Science,BSc Computer Science,Computer Science,Birmingham,Septiembre,4 años,20500,GBP,https://digital.ucas.com/coursedisplay/courses/62767688-05ee-5075-2361-0651f8ae274e,GSP,,,,,,,,
,España,C3S Business School,Business,BSc (Hons) in Business Computing & Info Systems,Business Computing & Information Systems,Barcelona,"Sep, Feb",6 años,7000,EUR,https://www.csss.es/programs/bachelor-programs/bsc-hons-business-computing-and-information-systems/,,,,,,,,,
,Suecia,Jonkoping University,Science,Bachelor w/ major in Informatics specialisation New Media Design,New Media Design,Jonkoping,Agosto,3 años,170000,SEK,https://ju.se/en/study-at-ju/our-programmes/bachelor-programmes/graphic-design-and-web-development-autumn-2025-ku018.html,,,,,,,,,
,Australia,La Trobe University,Business,Bachelor of Business Analytics,NA,Melbourne (Bundoora),"Semester 1 (March 2025), Semester 2 (July 2025)",3 years full-time," $ 40.400,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-business-analytics#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Double,"Bachelor of Commerce/Bachelor of Computer Science
",NA,Melbourne (Bundoora),"Semester 1 (March 2025), Semester 2 (July 2025)","4 years full-time
"," $ 42.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-commerce-bachelor-of-computer-science#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Double,"Bachelor of Commerce/Bachelor of Science
",Accounting,Melbourne (Bundoora),"Semester 1 (March 2025), Semester 2 (July 2025)","4 years full-time
"," $ 42.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-commerce-bachelor-of-science#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Double,"Bachelor of Commerce/Bachelor of Science
","
Business analytics",Melbourne (Bundoora),"Semester 1 (March 2025), Semester 2 (July 2025)","4 years full-time
"," $ 42.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-commerce-bachelor-of-science#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Double,"Bachelor of Commerce/Bachelor of Science
",Economics,Melbourne (Bundoora),"Semester 1 (March 2025), Semester 2 (July 2025)","4 years full-time
"," $ 42.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-commerce-bachelor-of-science#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Double,"Bachelor of Commerce/Bachelor of Science
",Finance,Melbourne (Bundoora),"Semester 1 (March 2025), Semester 2 (July 2025)","4 years full-time
"," $ 42.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-commerce-bachelor-of-science#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Double,"Bachelor of Commerce/Bachelor of Science
",Management  ,Melbourne (Bundoora),"Semester 1 (March 2025), Semester 2 (July 2025)","4 years full-time
"," $ 42.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-commerce-bachelor-of-science#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Double,"Bachelor of Commerce/Bachelor of Science
",Marketing,Melbourne (Bundoora),"Semester 1 (March 2025), Semester 2 (July 2025)","4 years full-time
"," $ 42.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-commerce-bachelor-of-science#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Double,"Bachelor of Commerce/Bachelor of Science
",Applied cybersecurity  ,Melbourne (Bundoora),"Semester 1 (March 2025), Semester 2 (July 2025)","4 years full-time
"," $ 42.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-commerce-bachelor-of-science#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Double,"Bachelor of Commerce/Bachelor of Science
",Artificial intelligence  ,Melbourne (Bundoora),"Semester 1 (March 2025), Semester 2 (July 2025)","4 years full-time
"," $ 42.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-commerce-bachelor-of-science#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Double,"Bachelor of Commerce/Bachelor of Science
",Biochemistry,Melbourne (Bundoora),"Semester 1 (March 2025), Semester 2 (July 2025)","4 years full-time
"," $ 42.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-commerce-bachelor-of-science#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Double,"Bachelor of Commerce/Bachelor of Science
",Botany,Melbourne (Bundoora),"Semester 1 (March 2025), Semester 2 (July 2025)","4 years full-time
"," $ 42.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-commerce-bachelor-of-science#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Double,"Bachelor of Commerce/Bachelor of Science
",Chemistry,Melbourne (Bundoora),"Semester 1 (March 2025), Semester 2 (July 2025)","4 years full-time
"," $ 42.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-commerce-bachelor-of-science#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Double,"Bachelor of Commerce/Bachelor of Science
",Crop science,Melbourne (Bundoora),"Semester 1 (March 2025), Semester 2 (July 2025)","4 years full-time
"," $ 42.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-commerce-bachelor-of-science#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Double,"Bachelor of Commerce/Bachelor of Science
",Data science,Melbourne (Bundoora),"Semester 1 (March 2025), Semester 2 (July 2025)","4 years full-time
"," $ 42.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-commerce-bachelor-of-science#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Double,"Bachelor of Commerce/Bachelor of Science
",Ecology,Melbourne (Bundoora),"Semester 1 (March 2025), Semester 2 (July 2025)","4 years full-time
"," $ 42.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-commerce-bachelor-of-science#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Double,"Bachelor of Commerce/Bachelor of Science
",Genetics  ,Melbourne (Bundoora),"Semester 1 (March 2025), Semester 2 (July 2025)","4 years full-time
"," $ 42.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-commerce-bachelor-of-science#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Double,"Bachelor of Commerce/Bachelor of Science
",Mathematics  ,Melbourne (Bundoora),"Semester 1 (March 2025), Semester 2 (July 2025)","4 years full-time
"," $ 42.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-commerce-bachelor-of-science#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Double,"Bachelor of Commerce/Bachelor of Science
",Microbiology  ,Melbourne (Bundoora),"Semester 1 (March 2025), Semester 2 (July 2025)","4 years full-time
"," $ 42.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-commerce-bachelor-of-science#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Double,"Bachelor of Commerce/Bachelor of Science
",Physics  ,Melbourne (Bundoora),"Semester 1 (March 2025), Semester 2 (July 2025)","4 years full-time
"," $ 42.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-commerce-bachelor-of-science#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Double,"Bachelor of Commerce/Bachelor of Science
",Psychological science,Melbourne (Bundoora),"Semester 1 (March 2025), Semester 2 (July 2025)","4 years full-time
"," $ 42.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-commerce-bachelor-of-science#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Double,"Bachelor of Commerce/Bachelor of Science
",Statistics  ,Melbourne (Bundoora),"Semester 1 (March 2025), Semester 2 (July 2025)","4 years full-time
"," $ 42.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-commerce-bachelor-of-science#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Double,"Bachelor of Commerce/Bachelor of Science
",Zoology  ,Melbourne (Bundoora),"Semester 1 (March 2025), Semester 2 (July 2025)","4 years full-time
"," $ 42.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-commerce-bachelor-of-science#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Double,"Bachelor of Commerce/Bachelor of Science
",Human physiological sciences,Melbourne (Bundoora),"Semester 1 (March 2025), Semester 2 (July 2025)","4 years full-time
"," $ 42.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-commerce-bachelor-of-science#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Science,Bachelor of Computer Science,"
- Artificial intelligence  
- Cloud analytics  
- Data science  
- Software engineering",Melbourne (Bundoora),"Semester 1 (March 2025), Semester 2 (July 2025)",3 years full time," $ 39.600,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-computer-science#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Science,Bachelor of Cybersecurity,NA,"Melbourne (Bundoora), Online, Sydney
","Semester 1 (March 2025), Semester 2 (July 2025)",3 years full time," $ 39.600,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-cybersecurity#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Double,Bachelor of Cybersecurity/Bachelor of Commerce,- Accounting  ,Melbourne (Bundoora),"Semester 1: March
","4 years full-time
"," $ 42.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-cybersecurity-bachelor-of-commerce#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Double,Bachelor of Cybersecurity/Bachelor of Commerce,- Business analytics,Melbourne (Bundoora),"Semester 1: March
","4 years full-time
"," $ 42.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-cybersecurity-bachelor-of-commerce#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
