pais,institucion,area,programa,ubicacion,fechas,duracion,costo,moneda,link
Alemania,SRH Berlin,Management,Master in Supply Chain Management,Berlin,"April, october",2 years full time,9840.0,EUR,https://www.srh-berlin.de/en/master/supply-chain-management-hamburg/
Australia,Curtin University,Management,Project Management (MSc),Curtin Perth,"February, July",1.5 years full time,16284.0,AUD,https://www.curtin.edu.au/study/offering/course-pg-master-of-science-project-management--mc-projm/
Australia,Curtin University,Management,Engineering Management,Curtin Perth,"February, July",1.5 years full time,20248.0,AUD,https://www.curtin.edu.au/study/offering/course-pg-master-of-engineering-management--mc-engrmg/
Australia,Curtin University,Management,Global Engagement,Curtin Perth,"February, July",1.5 years full time,16558.0,AUD,https://www.curtin.edu.au/study/offering/course-pg-master-of-global-engagement--mc-globl/
Australia,University of Southern Queensland,Media and Communication degrees,Master of Business (Digital Marketing),Toowomba,"January, May, September",2 years full time,32000.0,AUD,https://www.unisq.edu.au/study/degrees/master-of-business/digital-marketing/international
Australia,Macquarie University,"Science, Biology",Master of Conservation Biology,Sydney,"February, July","1 year, 1.5 years, 2 years",46900.0,AUD,https://www.mq.edu.au/study/find-a-course/courses/master-of-conservation-biology
Australia,Macquarie University,Environmental Science,Master of Environment,Sydney,"February, July","1 year, 1.5 years, 2 years",46900.0,AUD,https://www.mq.edu.au/study/find-a-course/courses/master-of-environment
Australia,Macquarie University,"Environmental, Social Sciences",Master of Sustainable Development,Sydney,"February, July","1 year, 1.5 years, 2 years",46900.0,AUD,https://www.mq.edu.au/study/find-a-course/courses/master-of-sustainable-development
Australia,Macquarie University,"Research, Multidisciplinary",Master of Research,Sydney,"January, July",1 year,,AUD,https://www.mq.edu.au/research/phd-and-research-degrees/explore-research-degrees/master-of-research
Australia,Macquarie University,Medicine and health,Master of Public Health,Sydney,"Semester 1: February
Semester 2: July",2 years full time,39400.0,AUD,https://www.mq.edu.au/study/find-a-course/courses/master-of-public-health
Australia,Macquarie University,"Research, Multidisciplinary",Master of Philosophy,Sydney,"January, october",2 years,,AUD,https://www.mq.edu.au/research/phd-and-research-degrees/explore-research-degrees/master-of-philosophy
Australia,Macquarie University,Languages and linguistics,Master of Conference Interpreting,Sydney,"Semester 1: February
Semester 2: July",2 years full time,37500.0,AUD,https://www.mq.edu.au/study/find-a-course/courses/master-of-conference-interpreting
Australia,University of Western Australia,Humanidades y Ciencias Sociales,Master of Public Policy (Humanities),Perth,"FEB, JUL",1.5-2,42200.0,AUD,https://www.uwa.edu.au/study/courses/master-of-public-policy
Australia,University of Western Australia,Humanidades y Ciencias Sociales,Master of Science Communication,Perth,"FEB, JUL",1.5-2,50700.0,AUD,https://www.uwa.edu.au/study/courses/master-of-science-communication
Australia,University of Western Australia,Humanidades y Ciencias Sociales,Master of Social Work,Perth,FEB,2,39300.0,AUD,https://www.uwa.edu.au/study/courses/master-of-social-work
Australia,University of Western Australia,Humanidades y Ciencias Sociales,Master of Strategic Communication,Perth,"FEB, JUL",1.5-2,43000.0,AUD,https://www.uwa.edu.au/study/courses/master-of-strategic-communication
Australia,University of Western Australia,Humanidades y Ciencias Sociales,Master of Translation Studies,Perth,"FEB, JUL",1.5-2,43000.0,AUD,https://www.uwa.edu.au/study/courses/master-of-translation-studies
Australia,University of Western Australia,Derecho,Master of International Law,Perth,"FEB, JUL",1,50300.0,AUD,https://www.uwa.edu.au/study/courses/master-of-international-law
Australia,University of Western Australia,Derecho,"Master of Law, Policy and Government",Perth,"FEB, JUL",1,50300.0,AUD,https://www.uwa.edu.au/study/courses/master-of-law-policy-and-government
Australia,University of Western Australia,Derecho,Master of Laws,Perth,"FEB, JUL",1,50300.0,AUD,https://www.uwa.edu.au/study/courses/master-of-laws
Australia,University of Western Australia,Derecho,Master of Mining and Energy Law,Perth,"FEB, JUL",1,50300.0,AUD,https://www.uwa.edu.au/study/courses/master-of-mining-and-energy-law#fees-and-scholarships
Australia,University of Western Australia,Derecho,Master of Resources and International Commercial Law,Perth,"FEB, JUL",1,50300.0,AUD,https://www.uwa.edu.au/study/courses/master-of-resources-and-international-commercial-law
Australia,University of Western Australia,Derecho,Master of Taxation Law,Perth,"FEB, JUL",1,50300.0,AUD,https://www.uwa.edu.au/study/courses/master-of-taxation-law
Canada,Lakehead University,Natural and Physical Sciences,Environmental Studies,Thunder Bay,"January, September",2 years full time,1586536.0,CAD,https://www.lakeheadu.ca/programs/graduate/programs/masters/environmental-studies-northern/node/7266
Canada,Lakehead University,Natural and Physical Sciences,Natural Resources Management: Master of Forest Management (course-based),Thunder Bay,"January, September",2 years full time,1586536.0,CAD,https://www.lakeheadu.ca/programs/graduate/programs/masters/forestry/node/7265
Canada,Lakehead University,Natural and Physical Sciences,Natural Resources Management: Master of Science in Forestry (thesis-based),Thunder Bay,"January, September",2 years full time,1586536.0,CAD,https://www.lakeheadu.ca/programs/graduate/programs/masters/forestry-thesis/node/74386
Australia,University of Southern Queensland,Nursing and Allied Health degrees,Master of Public Health,Ipswich,"January, May",2 years full time,30920.0,AUD,https://www.unisq.edu.au/study/degrees/master-of-public-health/international
Australia,University of Southern Queensland,Nursing and Allied Health degrees,Master of Research,"Ipswich
Springfield
Toowoomba","January, May, September",2 years full time,33600.0,AUD,https://www.unisq.edu.au/study/degrees/master-of-research/international
Australia,University of Southern Queensland,Nursing and Allied Health degrees,Master of Science (Sport & Exercise),"Ipswich
Toowoomba","January, May, September",2 years full time,37600.0,AUD,https://www.unisq.edu.au/study/degrees/master-of-science/sport-exercise/international
Australia,Deakin University,Nursing and midwifery,Master of Nursing,"Melbourne
Geelong","Trimester 1: March
Trimester 2: July
Trimester 3: November",2 years full time,46400.0,AUD,https://www.deakin.edu.au/course/master-nursing-international
Canada,Lakehead University,Physics,Physics,Thunder Bay,"January, September",2 years full time,1586536.0,CAD,https://www.lakeheadu.ca/programs/graduate/programs/masters/physics/node/7258
Nueva Zelanda,Auckland University of Technology (AUT),"Politics, International Relations",Master of Human Rights  ,Auckland,Semester 1:  January,1 year full time,57600.0,NZD,https://www.aut.ac.nz/study/study-options/social-sciences-and-public-policy/courses/master-of-human-rights
Canada,Lakehead University,Psychology,Psychology: Clinical,Thunder Bay,"January, September",2 years full time,1586536.0,CAD,https://www.lakeheadu.ca/programs/graduate/programs/masters/psychology-clinical/node/7257
Canada,Lakehead University,Psychology,Psychology: Psychological Science,Thunder Bay,"January, September",2 years full time,1586536.0,CAD,https://www.lakeheadu.ca/programs/graduate/programs/masters/psychology-psychological-science/node/7249
Australia,University of Southern Queensland,Psychology and Human Services,Master of Clinical Psychology,Ipswich,January,2 years full time,30920.0,AUD,https://www.unisq.edu.au/study/degrees/master-of-clinical-psychology/international
Australia,University of Southern Queensland,Psychology and Human Services,Master of Professional Psychology,Ipswich,January,2 years full time,30920.0,AUD,https://www.unisq.edu.au/study/degrees/master-of-professional-psychology/international
Australia,University of Southern Queensland,Psychology and Human Services,Master of Research,"Ipswich
Springfield
Toowoomba","January, May, September",2 years full time,33600.0,AUD,https://www.unisq.edu.au/study/degrees/master-of-research/international
Australia,University of Southern Queensland,Psychology and Human Services,Master of Social Work (Qualifying),Ipswich,"January, May",2 years full time,30920.0,AUD,https://www.unisq.edu.au/study/degrees/master-of-social-work-qualifying/international
Australia,Curtin University,Psychology and Human Services,Psychology (Professional),Curtin Perth,"February, July",1 years full time,18911.0,AUD,https://www.curtin.edu.au/study/offering/course-pg-master-of-psychology-professional--mc-psychp/
Australia,Curtin University,Psychology and Human Services,Master of Sexology (Professional),Curtin Perth,"February, July","1,5 years full time",20616.0,AUD,https://www.curtin.edu.au/study/offering/course-pg-master-of-sexology-professional--mc-sxlpr/
Australia,Curtin University,Psychology and Human Services,Master of Clinical Psychology,Curtin Perth,"February, July",1 years full time,19837.0,AUD,https://www.curtin.edu.au/study/offering/course-pg-master-of-clinical-psychology--mc-clips/
Alemania,SRH Berlin,Science,Master in Cyber Security,Berlin,"April, october",2 years full time,1080.0,EUR,https://www.srh-berlin.de/en/master/cyber-security-berlin/
Alemania,SRH Berlin,Science,Master in Big Data and Artificial Intelligence,Berlin,"April, october",2 years full time,9240.0,EUR,https://www.srh-berlin.de/en/master/artificial-intelligence-berlin/
Alemania,SRH Berlin,Science,Master in Cyber Security,Leipzig,"April, october",2 years full time,1080.0,EUR,https://www.srh-berlin.de/en/master/cyber-security-leipzig/
Alemania,SRH Berlin,Science,Master in Big Data and Artifical Intelligence,Leipzig,"April, october",2 years full time,1080.0,EUR,https://www.srh-berlin.de/en/master/artificial-intelligence-leipzig/
Alemania,SRH Berlin,Science,Master in Applied Data Science and Analytics,Hamburg,"April, october",2 years full time,9960.0,EUR,https://www.srh-campus-hamburg.de/en/master/applied-data-science-analytics/?_gl=1*aun9ic*_ga*MTc4NjMxMTE2MC4xNzEzOTE2NzM1
Australia,Deakin University,Science,Master of Biotechnology,Geelong,"Trimester 1: March
Trimester 2: July
Trimester 3: November",2 years full time,43600.0,AUD,https://www.deakin.edu.au/course/master-biotechnology-professional-international
Australia,Deakin University,Science,Master of Sustainability,Melbourne,"Trimester 1: March
Trimester 2: July
Trimester 3: November","1,5 years full time",43600.0,AUD,https://www.deakin.edu.au/course/master-sustainability-international
Australia,La Trobe University,Science,Master of Biotechnology and Bioinformatics,Melbourne (Bundoora),"Semester 1: March
Semester 2: July",2 years full time,45400.0,AUD,https://www.latrobe.edu.au/courses/master-of-biotechnology-and-bioinformatics#/overview?location=BU&studentType=int&year=2024
Australia,La Trobe University,Science,Master of Biotechnology Management,Melbourne (Bundoora),"Semester 1: March
Semester 2: July",2 years full time,45400.0,AUD,https://www.latrobe.edu.au/courses/master-of-biotechnology-management#/overview?location=BU&studentType=int&year=2024
Australia,La Trobe University,Science,Master of Science,"Melbourne (Bundoora), Albury-wodonga, Bendingo, Mildura, Shepparton ",Anytime,2 years full time,44600.0,AUD,https://www.latrobe.edu.au/courses/master-of-science#/overview?location=BU&studentType=int&year=2026
Australia,La Trobe University,Science,Master of Data Science,"Melbourne (Bundoora), online","Semester 1: March
Semester 2: July             Summer November",2 years full time,43800.0,AUD,https://www.latrobe.edu.au/courses/master-of-data-science#/overview?location=BU&studentType=int&year=2024
Australia,Macquarie University,"Security, intelligence and criminology",Master of Intelligence,Sydney,"Semester 1: February
Semester 2: July",1.5 years full time,31900.0,AUD,https://www.mq.edu.au/study/find-a-course/courses/master-of-intelligence
Australia,Macquarie University,Science,Master of Data Science,Sydney,"Semester 1: February
Semester 2: July",2 years full time,42600.0,AUD,https://www.mq.edu.au/study/find-a-course/courses/master-of-data-science
Australia,James Cook University,Salud Pública y Sanidad,Master of Public Health - Master of Business Administration (Double Degree),"Online, Townsville","January, September",2 years full-time,42477.0,AUD,https://www.jcu.edu.au/courses/master-of-public-health-master-of-business-administration?international
Australia,James Cook University,Salud Pública y Sanidad,Master of Public Health and Tropical Medicine,"Online, Townsville","January, September",1 year and 1 trimester,42477.0,AUD,https://www.jcu.edu.au/courses/master-of-public-health-and-tropical-medicine?international
Australia,James Cook University,Salud Pública y Sanidad,Master of Lifestyle Medicine,Online,"January, May, September",1.5 years full-time,42477.0,AUD,https://www.jcu.edu.au/courses/master-of-lifestyle-medicine?international
Australia,James Cook University,Salud Pública y Sanidad,Master of Health Professional Education,Online,"January, May, September",3 years part-time,42477.0,AUD,https://www.jcu.edu.au/courses/master-of-health-professional-education?international
Australia,James Cook University,Salud Pública y Sanidad,Master of Nursing,Online,"January, March, May, July, September, October",24 months part-time,18768.0,AUD,https://online.jcu.edu.au/online-courses/master-nursing?international
Australia,James Cook University,Salud Pública y Sanidad,Master of Rural Generalist Practice,"Online, Townsville","January, May, September",1 year and 1 trimester,42477.0,AUD,https://www.jcu.edu.au/courses/master-of-rural-generalist-practice?international
Australia,James Cook University,Psicología y Trabajo Social,Master of Psychology (Clinical),Townsville,February,2 years full-time,46111.0,AUD,https://www.jcu.edu.au/courses/master-of-psychology-clinical?international
Australia,James Cook University,Psicología y Trabajo Social,Master of Professional Psychology,Townsville,July,1 year full-time,46111.0,AUD,https://www.jcu.edu.au/courses/master-of-professional-psychology?international
Australia,James Cook University,Psicología y Trabajo Social,Master of Guidance and Counselling,"Online, Townsville","January, September",1 year and 1 trimester,34649.0,AUD,https://www.jcu.edu.au/courses/master-of-guidance-and-counselling?international
Australia,James Cook University,Psicología y Trabajo Social,Master of Social Work (Professional Qualifying),"Townsville, Cairns","January, September",2 years full-time,34649.0,AUD,https://www.jcu.edu.au/courses/master-of-social-work-professional-qualifying?international
Australia,James Cook University,Educación y Desarrollo,Master of Education,"Online, Brisbane","January, May, September",1.5 years full-time,34649.0,AUD,https://www.jcu.edu.au/courses/master-of-education?international
Australia,James Cook University,Educación y Desarrollo,Master of Education - Master of Business Administration (Double Degree),Brisbane,"January, May, September",2 years full-time,39148.0,AUD,https://www.jcu.edu.au/courses/master-of-education-master-of-business-administration?international
Australia,James Cook University,Educación y Desarrollo,Master of Global Development,"Online, Cairns","January, September",2 years full-time,36899.0,AUD,https://www.jcu.edu.au/courses/master-of-global-development?international
Australia,James Cook University,Educación y Desarrollo,Master of Teaching and Learning (Secondary),"Townsville, Cairns",February,2 years full-time,34649.0,AUD,https://www.jcu.edu.au/courses/master-of-teaching-and-learning-secondary?international
Australia,James Cook University,Investigación (Postgrados de Investigación),Master of Philosophy,"Online, Townsville, Cairns, Singapore","March, July, October",2 years full-time,,AUD,https://www.jcu.edu.au/courses/master-of-philosophy?international
Australia,James Cook University,Investigación (Postgrados de Investigación),Master of Philosophy (Indigenous),"Online, Townsville, Cairns","March, July, October",2 years full-time,36899.0,AUD,https://www.jcu.edu.au/courses/master-of-philosophy-indigenous?international
USA,Schiller International University,Science,Master of Science in Data Science,"Madrid, Paris",October,10 months full time,16300.0,EUR,https://schiller.edu/programs/master-of-science-in-data-science/
Australia,University of Southern Queensland,Science,Master of Science (Agricultural Science),Toowomba,"January, May, September",2 years full time,37600.0,AUD,https://www.unisq.edu.au/study/degrees/master-of-science/agricultural-science/international
Australia,University of Southern Queensland,Science,Master of Science (Mathematics & Statistics),Toowomba,"January, May, September",2 years full time,37600.0,AUD,https://www.unisq.edu.au/study/degrees/master-of-science/mathematics-statistics/international
Australia,Curtin University,Science,Environment and Climate Emergency,Curtin Perth,"February, July",2 years full time,15234.0,AUD,https://www.curtin.edu.au/study/offering/course-pg-master-of-environment-and-climate-emergency--mc-envclm/
Australia,Curtin University,Science,Cyber Security,Curtin Perth,"February, July",1 years full time,16915.0,AUD,https://www.curtin.edu.au/study/offering/course-pg-master-of-cyber-security--mc-cybse/
Australia,Curtin University,Science,Geospatial Intelligence,Curtin Perth,"February, July",2 years full time,19961.0,AUD,https://www.curtin.edu.au/study/offering/course-pg-master-of-geospatial-intelligence--mc-geospi/
Australia,Curtin University,Science,Master of Innovation and Entrepreneurship,Curtin Perth,"February, July",2 years full time,15759.0,AUD,https://www.curtin.edu.au/study/offering/course-pg-master-of-innovation-and-entrepreneurship--mc-innent/
Australia,Curtin University,Science,Master of Information Science (Extended),Curtin Perth,"February, July",2 years full time,15759.0,AUD,https://www.curtin.edu.au/study/offering/course-pg-master-of-information-science-extended--mc-infscx/
Australia,Curtin University,Science,Master of Science (Mathematical Sciences),Curtin Perth,"February, July",2 years full time,19594.0,AUD,https://www.curtin.edu.au/study/offering/course-pg-master-of-science-mathematical-sciences--mc-mathsc/
Australia,Curtin University,Science,Information Science,Curtin Perth,"February, July",1.5 years full time,15759.0,AUD,https://www.curtin.edu.au/study/offering/course-pg-master-of-information-science--mc-infsci/
Australia,Curtin University,Science,Food Science and Technology,Curtin Perth,"February, July",2 years full time,19541.0,AUD,https://www.curtin.edu.au/study/offering/course-pg-master-of-science-food-science-and-technology--mc-foodst/
Australia,Curtin University,Science,Master of Science (Industrial Engineering),Curtin Perth,"February, July",2 years full time,19594.0,AUD,https://www.curtin.edu.au/study/offering/course-pg-master-of-science-industrial-engineering--mc-indeng/
Australia,Curtin University,Science,Master of Computing,Curtin Perth,"February, July",2 years full time,16915.0,AUD,https://www.curtin.edu.au/study/offering/course-pg-master-of-computing--mc-comp/
Australia,Curtin University,Science,Minerals and Energy Economics,Curtin Perth,"February, July","1,5 years full time",16810.0,AUD,https://www.curtin.edu.au/study/offering/course-pg-master-of-science-minerals-and-energy-economics--mc-mergec/
Australia,Curtin University,Science,Geoscience,Curtin Perth,"February, July",2 years full time,19475.0,AUD,https://www.curtin.edu.au/study/offering/course-pg-master-of-geoscience--mc-geosci/
Australia,Curtin University,Science,Master of Science (Agriculture and Food Security),Curtin Perth,"February, July",2 years full time,20282.0,AUD,https://www.curtin.edu.au/study/offering/course-pg-master-of-science-agriculture-and-food-security--mc-agfood/
Ireland,National College of Ireland,Science,MSc in Accounting,Dublin,"January, September",1 year full time,9400.0,EUR,https://www.ncirl.ie/Courses/NCI-Course-Details/course/MSCACC
Ireland,National College of Ireland,Science,MSc in Artificial Intelligence,Dublin,"January, September",1 year full time,15000.0,EUR,https://www.ncirl.ie/Courses/NCI-Course-Details/course/MSCAI
Ireland,National College of Ireland,Science,MSc in Artificial Intelligence for Business,Dublin,"January, September",1 year full time,15000.0,EUR,https://www.ncirl.ie/Courses/NCI-Course-Details/course/MSCAIBUS
Ireland,National College of Ireland,Science,MSc in Cloud Computing,Dublin,"January, September",1 years part time,15000.0,EUR,https://www.ncirl.ie/Courses/NCI-Course-Details/course/MSCCLOUD
Ireland,National College of Ireland,Science,MSc in Cybersecurity,Dublin,"January, September",1 year part time,15000.0,EUR,https://www.ncirl.ie/Courses/NCI-Course-Details/course/MSCCYB
Ireland,National College of Ireland,Science,MSc in Data Analytics,Dublin,"January, September",1 year full time,15000.0,EUR,https://www.ncirl.ie/Courses/NCI-Course-Details/course/MSCDAD
Ireland,National College of Ireland,Science,MSc in Entrepreneurship,Dublin,"January, September",1 year full time,15000.0,EUR,https://www.ncirl.ie/Courses/NCI-Course-Details/course/MSCENTD
Ireland,National College of Ireland,Science,MSc in Finance,Dublin,"January, September",1 year part time,15000.0,EUR,https://www.ncirl.ie/Courses/NCI-Course-Details/course/MSCFIND
Ireland,National College of Ireland,Science,MSc in Fintech,Dublin,"January, September",2 years part time,4700.0,EUR,https://www.ncirl.ie/Courses/NCI-Course-Details/course/MSCFT
Ireland,National College of Ireland,Science,MSc in Fintech,Dublin,"January, September",1 year full time,15000.0,EUR,https://www.ncirl.ie/Courses/NCI-Course-Details/course/MSCFTD
Ireland,National College of Ireland,Science,MSc in International Business,Dublin,"January, September",1 year full time,15000.0,EUR,https://www.ncirl.ie/Courses/NCI-Course-Details/course/MSCIB
Ireland,National College of Ireland,Science,MSc in Management,Dublin,"January, September",1 year full time,15000.0,EUR,https://www.ncirl.ie/Courses/NCI-Course-Details/course/MSCMGMTD
Ireland,National College of Ireland,Science,MSc in Marketing,Dublin,"January, September",1 year full time,15000.0,EUR,https://www.ncirl.ie/Courses/NCI-Course-Details/course/MSCMRKD
Alemania,Constructor University,Science,Master of Science - Computer Science and Software Engineering,Bremen,September,2 years full time,20000.0,EUR,https://constructor.university/programs/graduate-education/computer-science-software-engineering
Alemania,Constructor University,Science,Master of Science - Data Engineering,Bremen,September,2 years full time,20000.0,EUR,https://constructor.university/programs/graduate-education/data-engineering
Alemania,Constructor University,Science,Master of Science - Data Science for Society and Business,Bremen,September,2 years full time,20000.0,EUR,https://constructor.university/programs/graduate-education/data-science-for-society-business
Alemania,Constructor University,Science,Master of Science - Advanced Software Technology,Bremen,September,2 years full time,20000.0,EUR,https://constructor.university/programs/graduate-education/advanced-software-technology
Alemania,Constructor University,Science,Master of Science - Supply Chain Management,Bremen,September,2 years full time,20000.0,EUR,https://constructor.university/programs/graduate-education/supply-chain-management
Alemania,Constructor university,Science,Quantitative Life Science,Bremen,August,2 years full time,20000.0,EUR,https://constructor.university/programs/graduate-education/quantitative-life-science
Alemania,Constructor university,Science,Advanced Materials,Bremen,August,2 years full time,20000.0,EUR,https://constructor.university/programs/graduate-education/advanced-materials
Alemania,Constructor university,Science,Supply Chain Management,Online,September,2 years online,5000.0,EUR,https://constructor.university/programs/online-programs/supply-chain-management
Alemania,Constructor university,Science,Data Engineering Technologies,Online,September,2 years online,5000.0,EUR,https://constructor.university/programs/online-programs/data-engineering-technologies
Alemania,Constructor university,Science,Data Science for Society and Business,Online,September,2 years online,5000.0,EUR,https://constructor.university/programs/online-programs/data-science-for-society-and-business
Canada,Lakehead University,Science,The Master of Science (Archaeological Science),Thunder Bay,"January, September",1 years full time,1586536.0,CAD,https://www.lakeheadu.ca/programs/graduate/programs/masters/archaeological-science/node/51382
Canada,Lakehead University,Science,Master of Science in Biology (MSc),"Thunder Bay
Orillia","January, September",2 years full time,1586536.0,CAD,https://www.lakeheadu.ca/programs/graduate/programs/masters/biology/node/7277#overview
Canada,Lakehead University,Science,Chemistry,Thunder Bay,"January, September",2 years full time,1586536.0,CAD,https://www.lakeheadu.ca/programs/graduate/programs/masters/chemistry/node/7274
Canada,Lakehead University,Science,Computer Science,Thunder Bay,"January, September",2 years full time,1753204.0,CAD,https://www.lakeheadu.ca/programs/graduate/programs/masters/computer-science/node/7246
Canada,Lakehead University,Science,Mathematical Sciences,Thunder Bay,"January, September",2 years full time,1586536.0,CAD,https://www.lakeheadu.ca/programs/graduate/programs/masters/mathematical-sciences/node/7259
Australia,Deakin University,Sport,Master of Business (Sport Management),Melbourne,"Trimester 1: March
Trimester 2: July
Trimester 3: November",2 years full time,48000.0,AUD,https://www.deakin.edu.au/course/master-business-sport-management-international
Australia,Deakin University,Sport,Master of Clinical Exercise Physiology,Melbourne,"Trimester 1: March
Trimester 2: July
Trimester 3: November","1,5 years full time",42200.0,AUD,https://www.deakin.edu.au/course/master-clinical-exercise-physiology-international
Australia,Deakin University,Sport,Master of Communication,Melbourne,"Trimester 1: March
Trimester 2: July
Trimester 3: November",2 years full time,40800.0,AUD,https://www.deakin.edu.au/course/master-communication-international
Australia,Deakin University,Sport,Master of Education (Research),"Melbourne
Geelong","Trimester 1: March
Trimester 2: July
Trimester 3: November",2 years full time,37800.0,AUD,https://www.deakin.edu.au/course/master-education-research-international
Australia,Deakin University,Sport,Master of Nutrition and Population Health,Melbourne,"Trimester 1: March
Trimester 2: July
Trimester 3: November",2 years full time,43600.0,AUD,https://www.deakin.edu.au/course/master-nutrition-and-population-health-international
Australia,Deakin University,Sport,Master of Research (Business),Melbourne,"Trimester 1: March
Trimester 2: July
Trimester 3: November",2 years full time,33800.0,AUD,https://www.deakin.edu.au/course/master-research-business-international
Australia,University of Southern Queensland,Surveying and Built Environment degrees,Master of Construction Management,Springfield,"January, May",2 years full time,33950.0,AUD,https://www.unisq.edu.au/study/degrees/master-of-construction-management
Australia,Curtin University,Teaching,Applied Linguistics,Curtin Perth,"February, July",1 years full time,16143.0,AUD,https://www.curtin.edu.au/study/offering/course-pg-master-of-arts-applied-linguistics--mc-apling/
Australia,Curtin University,Teaching,Master of Indigenous Australian Cultural Studies,Curtin Perth,"February, July",1 years full time,16810.0,AUD,https://www.curtin.edu.au/study/offering/course-pg-master-of-indigenous-australian-cultural-studies--mc-indcs/
Australia,Curtin University,Teaching,Teaching English to Speakers of Other Languages,Curtin Perth,"February, July",2 years full time,16046.0,AUD,https://www.curtin.edu.au/study/offering/course-pg-master-of-tesol--mc-tesol/
Australia,Curtin University,Teaching,Teaching,Curtin Perth,"February, July",2 years full time,16046.0,AUD,https://www.curtin.edu.au/study/offering/course-pg-master-of-teaching--mc-teach/
Alemania,SRH Berlín,Health,Dysphagia Management,Heidelberg,1st April,2 years full time,7080.0,EUR,https://www.srh-university.de/en/master/dysphagia-management/t/#c191343
Alemania,SRH Berlín,Business,Global Business and Leadership,Heidelberg,1st April and 1st October,2 years full time,9240.0,EUR,https://www.srh-university.de/en/master/global-business-and-leadership/
Alemania,SRH Berlín,Engineering,Information Technology,Heidelberg,1st April and 1st October,2 years full time,13900.0,EUR,https://www.srh-university.de/en/master/information-technology-information-technology/i/
Alemania,SRH Berlín,"Business, Sciences, Managment",Artificial Intelligence (AI) in Business,Berlin,Summer and winter semester,2 years full time,13900.0,EUR,https://www.srh-university.de/en/master/artificial-intelligence-ai-in-business/b/
Alemania,SRH Berlín,Regulatory Affairs/health,Regulatory Affairs – Medical Devices,Fuerth,Summer and winter semester,2 years full time,9800.0,EUR,https://www.srh-university.de/en/master/regulatory-affairs-medical-devices/t/#c191266
Alemania,SRH Berlín,Computer science,Applied Computer Science,Heidelberg,1st April and 1st October,2 years full time,13900.0,EUR,https://www.srh-university.de/en/master/applied-computer-science/i/#c180214
Alemania,SRH Berlín,Computer science,Applied Computer Science,Munich,1st April and 1st October,2 years full time,11500.0,EUR,https://www.srh-university.de/en/master/applied-computer-science/i/#c180214
Alemania,SRH Berlín,Computer science,Applied Computer Science,Stuttgart,1st April and 1st October,2 years full time,11500.0,EUR,https://www.srh-university.de/en/master/applied-computer-science/i/#c180214
Alemania,SRH Berlín,Architecture,Design for the Built Environment,Hamburg,1st October,1.5 years full time,11000.0,EUR,https://www.srh-university.de/en/master/architecture-design-for-the-built-environment/a/
Alemania,SRH Berlín,Architecture,Design for the Built Environment,Heidelberg,1st April,1.5 years full time,11000.0,EUR,https://www.srh-university.de/en/master/architecture-design-for-the-built-environment/a/
Alemania,SRH Berlín,"Engineering, Science",Artificial Intelligence,Heidelberg,1st April and 1st October,2 years full time,12900.0,EUR,https://www.srh-university.de/en/master/bls/information-technology-artificial-intelligence/#c168423
Alemania,SRH Berlín,"Computer science, engineering",Blockchain Technology,Heidelberg,1st April and 1st October,2 years full time,12900.0,EUR,https://www.srh-university.de/en/master/information-technology-blockchain-technology/i/#c168386
Alemania,SRH Berlín,Data science,Business Analytics,Fuerth,1st April and 1st October,2 years full time,11304.0,EUR,https://www.srh-university.de/en/master/data-science-business-analytics/i/#c181419
Alemania,SRH Berlín,"Managment, sustainability",Sustainability and Circular Economy Management,Hamm,1st April and 1st October,2 years full time,10200.0,EUR,https://www.srh-university.de/en/master/sustainability-and-circular-economy-management/n/#c172412
Alemania,SRH Berlín,"Engineering, sustainability",Water Technology,Heidelberg,1st April and 1st October,1.5 years full time,13000.0,EUR,https://www.srh-university.de/en/master/water-technology/e/#c179559
Alemania,SRH Berlín,Law,Law & Technology,Berlin,Summer and winter semester,"1, 1.5 and 2 years full time",13900.0,EUR,https://www.srh-university.de/en/master/law-technology/l/
Alemania,SRH Berlín,"Music, Health",Music Therapy,Heidelberg,1st October,2 years full time,8280.0,EUR,https://www.srh-university.de/en/master/music-therapy/t/#c168232
Alemania,SRH Berlín,Music,Classical Music,Berlin,1st April and 1st October,2 years full time,18500.0,EUR,https://www.srh-university.de/en/master/classical-music/m/#c199703
Alemania,SRH Berlín,"Computer science, engineering",Computer Science,Leipzig,Winter semester,2 years DUAL,8280.0,EUR,https://www.srh-university.de/en/master/computer-science-dual/i/#c189691
Alemania,SRH Berlín,Cibersecurity,Erasmus Mundus Joint Master's Programme CyberMACS | Applied Cybersecurity,Istanbul & Skopje,1st september,2 years full time,10350.0,EUR,https://www.srh-university.de/en/master/cybermacs/i/
Alemania,SRH Berlín,Cibersecurity,Erasmus Mundus Joint Master's Programme CyberMACS | Applied Cybersecurity,Istanbul & Berlin,1st september,2 years full time,10350.0,EUR,https://www.srh-university.de/en/master/cybermacs/i/
Alemania,SRH Berlín,Therapeutic sciences,Dance Movement Therapy,Heidelberg,1st october,2 years full time,10900.0,EUR,https://www.srh-university.de/en/master/dance-movement-therapy/t/#c168159
Alemania,SRH Berlín,"Computer science, health management",Digital Health – Data Analytics,Fuerth,1st April and 1st October,2 years full time,10900.0,EUR,https://www.srh-university.de/en/master/digital-health-data-analytics/i/#c182239
